age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
40-44,Male,United States of America,Professional Course,Statistician,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999",advance,10-20 years
35-39,Male,India,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,< 1 years
25-29,Male,Japan,Doctoral degree,Research Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",basic,I have never written code
55-59,Male,Australia,Doctoral degree,Student,,,,intermediate,20+ years
40-44,Male,Brazil,Bachelors degree,Student,,,,basic,3-5 years
22-24,Male,Taiwan,Masters degree,Student,,,,advance,1-2 years
30-34,Male,India,Professional Course,Business Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999",basic,1-2 years
50-54,Male,United States of America,Doctoral degree,Research Scientist,"> 10,000 employees",I do not know,"150,000-199,999",intermediate,20+ years
30-34,Male,Mexico,Professional Course,Student,,,,basic,I have never written code
25-29,Female,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,5-10 years
55-59,Male,India,Masters degree,Product/Project Manager,50-249 employees,We are exploring ML methods (and may one day put a model into production),"15,000-19,999",basic,< 1 years
22-24,Male,Egypt,Bachelors degree,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499",basic,1-2 years
25-29,Male,India,Masters degree,Data Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"70,000-79,999",intermediate,3-5 years
30-34,Male,India,Bachelors degree,Software Engineer,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,1-2 years
50-54,Male,Sweden,Masters degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999",advance,5-10 years
18-21,Female,Nigeria,Bachelors degree,Data Scientist,0-49 employees,No (we do not use ML methods),"2,000-2,999",basic,3-5 years
45-49,Male,United States of America,Masters degree,Data Analyst,"1000-9,999 employees",No (we do not use ML methods),"100,000-124,999",intermediate,10-20 years
30-34,Male,Canada,Bachelors degree,Software Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,10-20 years
25-29,Male,Norway,Masters degree,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"50,000-59,999",intermediate,3-5 years
22-24,Male,Pakistan,Masters degree,Student,,,,advance,< 1 years
18-21,Male,Russia,Bachelors degree,Student,,,,advance,< 1 years
30-34,Male,Other,Masters degree,Research Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"15,000-19,999",advance,< 1 years
18-21,Male,India,Bachelors degree,Student,,,,advance,I have never written code
25-29,Female,India,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","3,000-3,999",intermediate,3-5 years
18-21,Male,India,Bachelors degree,Student,,,,basic,I have never written code
25-29,Male,Netherlands,Bachelors degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,5-10 years
30-34,Male,United States of America,Masters degree,Data Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"50,000-59,999",intermediate,3-5 years
35-39,Male,India,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,10-20 years
40-44,Male,Japan,Doctoral degree,Research Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"5,000-7,499",advance,5-10 years
25-29,Male,Spain,Masters degree,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",advance,3-5 years
45-49,Male,United States of America,Masters degree,Other,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999",advance,5-10 years
30-34,Male,South Africa,Masters degree,Software Engineer,250-999 employees,No (we do not use ML methods),"60,000-69,999",advance,5-10 years
50-54,Male,United States of America,Bachelors degree,Software Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,20+ years
30-34,Female,United States of America,Masters degree,Student,,,,advance,3-5 years
30-34,Female,United States of America,Bachelors degree,Data Analyst,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"70,000-79,999",intermediate,1-2 years
60-69,Male,United States of America,Doctoral degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999",basic,1-2 years
30-34,Male,Czech Republic,Masters degree,Other,50-249 employees,No (we do not use ML methods),"10,000-14,999",basic,3-5 years
30-34,Male,Thailand,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999",advance,3-5 years
30-34,Male,Taiwan,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,5-10 years
25-29,Male,Netherlands,Doctoral degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","70,000-79,999",advance,5-10 years
40-44,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","250,000-299,999",advance,10-20 years
18-21,Male,Nigeria,Masters degree,Student,,,,advance,1-2 years
22-24,Male,China,Masters degree,Student,,,,basic,1-2 years
30-34,Male,India,Bachelors degree,DBA/Database Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"100,000-124,999",basic,< 1 years
35-39,Male,South Korea,Masters degree,Data Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"4,000-4,999",intermediate,5-10 years
18-21,Male,India,Professional Course,Student,,,,advance,< 1 years
45-49,Male,Turkey,Doctoral degree,Research Scientist,"1000-9,999 employees",No (we do not use ML methods),"50,000-59,999",advance,5-10 years
45-49,Male,United States of America,Masters degree,Research Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,10-20 years
40-44,Male,Indonesia,Bachelors degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999",advance,20+ years
22-24,Male,France,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",advance,1-2 years
45-49,Male,United States of America,Masters degree,Other,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"200,000-249,999",intermediate,3-5 years
25-29,Male,Israel,Doctoral degree,Student,,,,advance,3-5 years
25-29,Female,Morocco,Doctoral degree,Student,,,,advance,1-2 years
25-29,Female,Turkey,Bachelors degree,Data Analyst,250-999 employees,No (we do not use ML methods),"5,000-7,499",basic,< 1 years
22-24,Female,India,Masters degree,Other,"> 10,000 employees",I do not know,$0-999,basic,< 1 years
40-44,Male,United Kingdom of Great Britain and Northern Ireland,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999",advance,10-20 years
35-39,Male,Japan,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499",advance,3-5 years
50-54,Male,Italy,Masters degree,Software Engineer,50-249 employees,No (we do not use ML methods),"40,000-49,999",advance,1-2 years
30-34,Male,Switzerland,Doctoral degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999",advance,5-10 years
18-21,Male,India,Bachelors degree,Student,,,,basic,< 1 years
40-44,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","> $500,000",advance,10-20 years
22-24,Male,India,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),"4,000-4,999",basic,1-2 years
18-21,Male,India,Bachelors degree,Student,,,,advance,1-2 years
22-24,Female,Russia,Masters degree,Student,,,,advance,< 1 years
22-24,Male,United States of America,Masters degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"70,000-79,999",advance,1-2 years
60-69,Male,United States of America,Masters degree,Other,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999",advance,1-2 years
22-24,Male,Pakistan,Bachelors degree,Student,,,,basic,3-5 years
30-34,Male,India,Doctoral degree,Data Analyst,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"10,000-14,999",intermediate,3-5 years
25-29,Male,Mexico,Masters degree,Data Scientist,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999",advance,3-5 years
30-34,Male,Other,Masters degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"15,000-19,999",advance,3-5 years
